label,sentence
1,The pillow remained stuffed with feathers.
1,Sally will give me more helpful advice than the advice I got from you.
0,Volunteers praise easily.
1,I want to sing
1,Mickey looked up the reference.
1,I blew it up.
1,John heard their criticism of each other.
1,Martha climbed up the mountain.
0,I gave a picture of a covered bridge and to my sister a hundred hikers from Hoboken.
1,"A policeman walked in at 11, and at 12, a fireman."
1,I expect to soon see the results.
0,What city will Fred say that Mary thinks that John lives?
1,"They said that Tom would pay up, and pay up he did."
1,She does not see him.
1,That anybody ever left at all is not certain.
1,The wizard turned the beetle into beer with a wave of his wand
0,To which man did you talk to?
1,The cats ate the spider.
0,I only eat fish drunk raw.
1,Gilgamesh may have quickly cast the spell
0,Who do you think that saw Bill?
1,I should not eat plums.
1,Jason would prefer Medea to have cursed Agamemnon.
0,The teacher hated the pupils angry.
1,"Though I may love her, that won't affect the grade."
0,"He, they let him go yesterday."
1,Any student must work hard.
1,Bill urinated out the window.
1,We were glad it was over.
0,"John, who and whose friends you saw, is a fool."
0,They promised it to rain.
1,John talked to almost any woman who came up to him.
0,For he to win the race would surprise them.
1,It was over the hill and through the woods that they came running
1,Who did Kim work for and Sandy rely on?
1,How did Julie ask if Jenny left?
1,Andy promised to go.
0,Who did you like and John?
0,They expected us to should leave him.
1,Maggie hurried her sister.
1,The five `` soundscape '' pieces gave a festive air to Park Square.
0,Cynthia devoured on the pizza .
1,Pat handed Chris a note.
1,I separated the yolk from the white.
1,This computer was bought for him by his girlfriend.
0,The ball wriggled itself loose.
1,There seems to be no student absent.
1,He bought a Honda.
1,The terrier attacked the burglar and savaged the burglar's ankles.
1,The boy's loud playing of the piano drove everyone crazy.
0,the person stood on my foot is heavy.
0,Conflict engenders.
1,"The dumplings which Sasha is gobbling down faster than I can reheat them are extremely tasty, if I do say so."
1,The student protected him.
1,Brian was wiping.
1,Martha carved a toy for the baby.
1,It was Ann who bought a first edition of Richard III for $1000.
1,It could be more detrimental.
1,Jack is claiming you won't need it.
1,John talked to any woman at the party.
0,I gave a book to John's mother and a magazine to him.
1,These qualities recommended him to Oliver.
1,Confiscate any liquor.
1,He's bound to should do it
1,"I know I should go to the dentist's, but I just don't want to."
0,They praise the dedication in the volunteers.
0,It is this hat that I know the boy who is wearing.
1,I hope I'm not treading on anyone's toes.
1,Nora sent the book from Paris to London.
1,This wood carves beautiful toys.
1,Perhaps Iphigenia will have murdered Oedipus by tomorrow.
1,I have getting into college to consider.
1,John has sung a song and Mary has too.
0,"Mary claimed that eat cabbage, Holly made me."
1,We donated a chopper to the new hospital
1,Buffy couldn't do 100 push ups and somebody laughed.
1,the book of poems and of fiction from Blackwell takes a very long time to read.
1,The sky cleared.
0,Carol carved at the stone.
0,John placed the flute the table.
1,Rory eats.
0,John seems will win.
1,Wanda taught French to the students.
1,Martha carved the piece of wood into a toy.
1,David constructed a house.
0,He book
1,I doubt you can help me in understanding this.
1,The ball rolled down the hill.
1,I doubt that Mary reads mysteries.
1,The students drank too much beer last night.
1,"Tom, Dick, and Harry ate, drank, and sang."
1,Fanny loved talking to Mary.
1,Neither of the cars has air conditioning.
1,We yelled ourselves hoarse.
1,They like their books.
1,The knee replacement candidate groaned up the stairs.
1,You said that Anson thought that Julie had fainted
1,This large parcel is very heavy and so is this small packet.
1,I wonder if she used paints.
1,Harriet swooned.
1,You put which picture of Bill on his desk?
1,The boy's guardians' employer we elected president.
1,A valuable 13th-century manuscript recently vanished from the library.
1,"Handsome though everyone expects me to try to force Bill to make Mom agree that Dick is, I'm still going to Marry Herman."
1,The wagon rumbled down the road.
1,the book of poems from Blackwell with a red cover by Robert Burns takes a very long time to read.
0,We caught them eat the bananas.
1,She pinched his arm as hard as she could.
1,This truck spread less salt than that one.
1,The horse galloped
1,She reminded him of the last time they met.
0,What Mary gave was a book to John.
0,There sang a man with a pipe.
1,The jeweller printed the name onto the cup.
1,How was the plot discovered by the authorities?
1,Alison poked the needle through the denim.
1,I'll work on it if no one else had.
1,I don't have potatoes.
1,The man that Mary saw knew me.
1,Julie maintained that the barman was sober.
1,The branches knocked against the wall.
1,John promised Bill to leave.
1,That John will leave is likely.
0,John hurt John with John's umbrella when John tried to open it.
1,Mike will sing if you will sing.
1,John is certain that the Mets will win.
1,Memo ate the spaghetti.
1,A soldier should be prepared to die for her country.
1,What Henri wants is the book which is on the top shelf.
1,I asked if you knew the answer.
1,The cost of bagels that are imported from Iceland surprised the teacher who Mike hired last week.
1,John spoke intimately to Mary.
0,John put his gold safe.
0,Cynthia munched.
0,Cynthia devoured .
1,I didn't help him because I have any sympathy for urban guerillas.
1,He figured the answer out.
0,The cages which we donated wire for the convicts to build with are strong.
1,"When ripe, these apples will be delicious."
0,Every boy has any potatoes.
1,The box contains many tools.
0,"He seems to become more corrupt, as every senator talks to more lobbyists."
0,Cynthia gobbled on the pizza .
1,The building that we liked is in Thornton Lacey.
1,I saw people playing there on the beach.
1,Historians believe FDR to be our most effective president.
0,We yelled Harry hoarse.
1,Drowning cats is against the law.
1,Bill cooked the rice.
0,Janet broke at the vase.
1,The beaver built a dam.
0,That whether the world is round is unknown bothered Athena.
1,John is prouder of having gone than people who don't know him would expect me to believe he would be.
0,My heart is pounding my brother.
1,Megan was sat on by her brother.
0,"Mary came to read Fred's story, and I also came to."
0,The weather rained
0,"We realised that Dr Jones died because he ate too much rich food, didn't he?"
1,I lifted the books from the floor to the table.
1,Who do you think that Ciaran will question first?
1,It might have cracked open
1,"Tom ordered bacon, and Dick ordered lettuce, and Harry ordered tomatoes."
0,Few writers and any playwrights meet in Vienna.
1,The child was never deceived.
1,That Sam didn't pick those packages up which are to be mailed tomorrow is possible.
1,There are three Davids in my class.
1,Mary solved the problem.
0,The problem's perception is quite thorough.
0,Every student answered any question.
1,"The more that John gets upset by them, the more that stories about him seem to show up in the news."
1,I brought a razor with which to shave myself.
1,George mailed the attorney his photograph of the accident.
1,Press the stamp against the pad completely.
1,The Beatles all came to Merle Park.
1,The captain sank the boat.
1,Rosie loves magazine ads.
0,Kim must baked a cake.
0,Heidi said that Bill's pictures of herself were embarrassing.
0,"You get angrier, the more we eat, don't we."
1,Susan begged Bill to let her sing in the concert.
0,It was kissed her.
0,Who does Phineas know a girl who is working with?
1,Idaho potatoes bake beautifully.
1,The students are proud of themselves.
1,Frank bought Jane the piano.
1,John believes Bill to have visited Mary.
1,I sang a song with Mary while you did so with Bill.
0,Would for him to have played the piano have surprised you?
1,The roof of the building is leaking.
1,They represented Mary to the dean as a genuine linguist.
1,"John asked me to put the clothes in the cupboard, and to annoy him I really stuffed them there."
